5.5263 	INFO 	Loaded monitor calibration from ['2025_01_16 16:08']
9.4279 	EXP 	Created triangle3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'top'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='triangle3', opacity=1, ori=135.0, pos=array([0., 0.]), size=array([1.70180705, 2.        ]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4317 	EXP 	Created cursor = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-10.0, draggable=False, fillColor=array([-1.,  1., -1.]), fillColorSpace='rgb', fillRGB=array([-1.,  1., -1.]), interpolate=True, lineColor=array([-1.,  1., -1.]), lineColorSpace='rgb', lineRGB=array([-1.,  1., -1.]), lineWidth=1.0, name='cursor', opacity=0.25, ori=0.0, pos=array([-0.23570226,  0.23570226]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4346 	EXP 	Created triangle4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'top'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='triangle4', opacity=1, ori=180.0, pos=array([0., 0.]), size=array([1.70180705, 2.        ]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4390 	EXP 	Created cursor = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-10.0, draggable=False, fillColor=array([-1.,  1., -1.]), fillColorSpace='rgb', fillRGB=array([-1.,  1., -1.]), interpolate=True, lineColor=array([-1.,  1., -1.]), lineColorSpace='rgb', lineRGB=array([-1.,  1., -1.]), lineWidth=1.0, name='cursor', opacity=0.25, ori=0.0, pos=array([-3.33333333e-01,  4.08215600e-17]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4406 	EXP 	Created triangle5 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'top'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='triangle5', opacity=1, ori=225.0, pos=array([0., 0.]), size=array([1.70180705, 2.        ]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4436 	EXP 	Created cursor = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-10.0, draggable=False, fillColor=array([-1.,  1., -1.]), fillColorSpace='rgb', fillRGB=array([-1.,  1., -1.]), interpolate=True, lineColor=array([-1.,  1., -1.]), lineColorSpace='rgb', lineRGB=array([-1.,  1., -1.]), lineWidth=1.0, name='cursor', opacity=0.25, ori=0.0, pos=array([-0.23570226, -0.23570226]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4460 	EXP 	Created triangle6 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'top'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='triangle6', opacity=1, ori=270.0, pos=array([0., 0.]), size=array([1.70180705, 2.        ]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4500 	EXP 	Created cursor = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-10.0, draggable=False, fillColor=array([-1.,  1., -1.]), fillColorSpace='rgb', fillRGB=array([-1.,  1., -1.]), interpolate=True, lineColor=array([-1.,  1., -1.]), lineColorSpace='rgb', lineRGB=array([-1.,  1., -1.]), lineWidth=1.0, name='cursor', opacity=0.25, ori=0.0, pos=array([-6.12323400e-17, -3.33333333e-01]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4516 	EXP 	Created triangle7 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'top'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='triangle7', opacity=1, ori=315.0, pos=array([0., 0.]), size=array([1.70180705, 2.        ]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4546 	EXP 	Created cursor = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-10.0, draggable=False, fillColor=array([-1.,  1., -1.]), fillColorSpace='rgb', fillRGB=array([-1.,  1., -1.]), interpolate=True, lineColor=array([-1.,  1., -1.]), lineColorSpace='rgb', lineRGB=array([-1.,  1., -1.]), lineWidth=1.0, name='cursor', opacity=0.25, ori=0.0, pos=array([ 0.23570226, -0.23570226]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0265 	EXP 	triangle0: autoDraw = True
0.0265 	EXP 	triangle1: autoDraw = True
0.0265 	EXP 	triangle2: autoDraw = True
0.0265 	EXP 	triangle3: autoDraw = True
0.0265 	EXP 	triangle4: autoDraw = True
0.0265 	EXP 	triangle5: autoDraw = True
0.0265 	EXP 	triangle6: autoDraw = True
0.0265 	EXP 	triangle7: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0265 	EXP 	cursor: autoDraw = True
0.0778 	INFO 	saved data to C:\Users\legions\Documents\Davis\Neurotech Club\NeuroVision\data/820599_seizuremachine_2025-01-31_17h44.54.563.psydat
0.0790 	INFO 	saved data to 'C:\\Users\\legions\\Documents\\Davis\\Neurotech Club\\NeuroVision\\data/820599_seizuremachine_2025-01-31_17h44.54.563.csv'
